Student_ID,Gender,Age,Course,GPA,Stress_Level,Time_Management_Score,Sleep_Hours,Exercise_Frequency,Mentorship_Access,EI_Score,AI_Awareness_Level,Social_Media_Hours,Part_Time_Job,Study_Technique_Effectiveness,Simulated_Response,Sentiment,HERA_Recommendation
S0920,Other,19,B.Tech CSE,7.36,1,1,7.4,Few times a week,No,56.31,Low,1.5,No,3,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0921,Other,20,B.Tech AI,6.01,5,1,6.8,Few times a week,No,83.89,Low,1.9,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0922,Female,19,MCA,7.53,1,5,6.3,Few times a week,No,78.6,High,1.7,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0923,Female,19,B.Tech AI,5.96,2,1,5.9,Daily,Yes,74,Low,0,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0924,Female,23,MCA,7.74,5,2,5.5,Few times a week,No,74.57,Moderate,3.2,No,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0925,Other,24,B.Tech AI,7.11,5,1,8,Never,Yes,86.1,High,2.2,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0926,Female,22,B.Tech IT,8.74,1,4,7.8,Rarely,No,96.89,Low,1.9,No,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0927,Female,21,B.Tech AI,6.72,4,1,5.8,Rarely,Yes,54.56,Low,1.6,Yes,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0928,Male,21,B.Tech IT,7.42,2,4,6.8,Never,No,50.98,Moderate,3,Yes,5,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0929,Female,20,B.Tech AI,6.22,3,1,6.6,Rarely,No,90.29,Low,1.8,Yes,2,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0930,Female,20,MCA,6.71,3,1,7.7,Daily,No,55.41,Low,3.3,Yes,1,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0931,Other,21,MCA,7.11,1,5,6.9,Few times a week,Yes,99.33,Low,3.7,No,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0932,Other,22,MCA,5.47,2,2,6.5,Few times a week,Yes,80.97,Low,2.6,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0933,Other,21,BCA,5.58,2,2,6,Few times a week,Yes,82.54,Moderate,2.5,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0934,Other,24,B.Tech CSE,7.6,1,3,6.8,Daily,No,59.94,Low,3.3,No,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0935,Other,22,MCA,6.85,2,5,6.2,Daily,Yes,62.02,Low,3,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0936,Other,20,B.Tech IT,6.41,4,5,6.7,Daily,Yes,82.97,Low,5,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0937,Female,18,MCA,6.26,1,2,6.4,Never,Yes,95.49,High,3.5,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0938,Other,23,BCA,6.3,4,5,6.1,Daily,Yes,99.12,Moderate,4.6,Yes,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0939,Other,24,B.Tech IT,7.11,2,2,5.5,Rarely,Yes,59.9,High,3.9,No,1,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0940,Male,24,BCA,7.45,1,5,7,Never,Yes,56.71,High,1,Yes,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0941,Female,20,B.Tech IT,4.91,2,1,6.5,Never,No,52.82,Moderate,2.2,Yes,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0942,Female,20,B.Tech AI,8.41,1,2,8.3,Never,No,93.41,High,2.9,No,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0943,Female,19,B.Tech CSE,8.34,2,2,5.5,Daily,Yes,64.74,High,4.3,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0944,Other,24,B.Tech CSE,4.67,4,4,7.1,Never,No,50.09,High,5.9,Yes,4,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0945,Other,19,BCA,8.09,4,5,6.4,Daily,No,61.19,Moderate,2.3,No,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0946,Other,19,B.Tech CSE,8.06,2,5,8.6,Daily,Yes,67.02,Low,3.1,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0947,Male,23,BCA,7,1,2,7,Never,Yes,99.55,Moderate,4.2,Yes,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0948,Other,19,BCA,5.7,3,1,6.8,Few times a week,No,76.18,Moderate,2.9,No,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0949,Male,22,BCA,8.02,4,1,6.4,Few times a week,Yes,60.24,Moderate,5.5,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0950,Female,21,B.Tech CSE,6.76,4,1,5.8,Never,No,66.74,High,1,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0951,Other,18,BCA,7.55,3,5,6.8,Few times a week,No,66.52,Low,4,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0952,Male,20,B.Tech CSE,9.22,2,4,5.1,Rarely,No,50.99,Moderate,4,Yes,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0953,Male,22,BCA,7.25,1,2,5.2,Rarely,Yes,56.76,Moderate,4.7,No,3,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0954,Other,18,MCA,6.08,2,3,7.5,Daily,No,84.76,Low,3.1,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0955,Female,24,BCA,6.66,5,4,4.7,Few times a week,Yes,56.01,Low,4.3,Yes,5,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0956,Female,24,B.Tech IT,6.21,4,3,6.2,Rarely,Yes,61.54,Low,2.6,No,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0957,Female,24,BCA,7.43,5,4,5.5,Never,Yes,67.54,High,1.8,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0958,Male,22,B.Tech AI,6.19,4,1,6.1,Few times a week,Yes,87.89,Low,1.6,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0959,Male,22,BCA,6.53,4,5,6.7,Rarely,Yes,79.12,High,0.8,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0960,Male,20,B.Tech IT,5.72,5,3,7.5,Rarely,No,84.45,Moderate,2.3,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0961,Male,21,B.Tech IT,6.87,5,4,7.7,Never,Yes,78.35,High,3.5,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0962,Female,19,B.Tech CSE,7.18,2,5,5.6,Daily,Yes,84.18,Low,2.7,Yes,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0963,Other,24,MCA,4.32,5,3,6,Never,Yes,50.14,High,3.3,Yes,4,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0964,Male,23,BCA,7.26,2,2,10.6,Daily,Yes,96.54,Low,4.9,No,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0965,Male,21,B.Tech CSE,6.95,2,4,6.2,Rarely,Yes,55.55,High,2.2,No,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0966,Female,23,MCA,6.24,2,2,5.6,Daily,No,70.31,Moderate,6.5,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0967,Other,20,BCA,9.03,4,1,5.8,Rarely,Yes,88.55,High,4.1,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0968,Other,20,B.Tech AI,7.96,4,2,6.3,Rarely,Yes,71.76,Moderate,2.7,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0969,Female,20,BCA,5.9,5,2,6.1,Few times a week,No,97.34,Low,2.7,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0970,Female,18,B.Tech IT,7.84,4,4,6.3,Daily,Yes,73.38,Moderate,1.5,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0971,Other,23,B.Tech IT,8.24,5,1,6.5,Daily,No,93.75,Low,3,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0972,Male,21,B.Tech AI,7.13,4,2,6.5,Daily,No,90.54,Low,-0.2,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0973,Other,21,B.Tech CSE,7.36,1,5,5.5,Never,No,99.05,Moderate,4.9,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0974,Female,22,MCA,7.34,1,3,6.9,Few times a week,No,96.33,Moderate,-1.2,Yes,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0975,Male,22,BCA,4.91,5,2,6.6,Few times a week,Yes,94.91,High,3.1,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0976,Male,24,B.Tech IT,6.81,4,1,7,Few times a week,Yes,86.58,High,1.3,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0977,Female,22,B.Tech CSE,6.76,4,2,4.8,Never,No,68.35,Moderate,1.9,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0978,Female,20,B.Tech AI,8.43,2,3,6.7,Daily,No,55.31,Moderate,2.1,No,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0979,Female,21,B.Tech IT,7.33,3,1,4.5,Daily,Yes,84.43,Moderate,5.9,No,5,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0980,Other,23,B.Tech AI,6.7,5,4,6.3,Daily,No,98.93,Moderate,1.3,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0981,Other,20,BCA,6.91,3,1,7.2,Few times a week,No,86.33,Low,4.4,No,5,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0982,Male,18,MCA,8.02,3,4,7.5,Few times a week,No,96.44,Moderate,4.7,No,5,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0983,Female,22,B.Tech IT,6.82,5,1,6.8,Rarely,Yes,90.22,Moderate,-0.5,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0984,Male,20,B.Tech IT,6.3,4,3,7.2,Never,No,58.16,Moderate,2.1,Yes,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0985,Male,20,BCA,6.72,5,3,6.2,Never,Yes,62.46,Moderate,5.2,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0986,Male,18,B.Tech CSE,7.94,3,1,6,Few times a week,Yes,67.09,Low,1,No,3,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0987,Male,19,MCA,7.5,4,2,9.2,Rarely,Yes,58.41,High,4.8,Yes,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0988,Female,21,B.Tech IT,7.04,1,3,7.3,Daily,No,79.08,High,3,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0989,Male,23,MCA,7.19,5,4,5.3,Few times a week,No,98.77,High,2.9,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0990,Female,24,B.Tech IT,6.44,5,4,4.8,Never,Yes,88.07,High,3.1,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0991,Female,19,MCA,6.81,4,5,6,Never,Yes,71.17,High,3.5,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0992,Other,22,B.Tech AI,6.34,1,4,7.7,Never,Yes,50.23,Low,1.6,No,1,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0993,Female,20,B.Tech IT,6.71,1,5,6.5,Daily,No,65.66,High,2.6,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0994,Other,18,MCA,8.35,4,1,4.3,Never,No,76.34,Low,3.6,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0995,Female,18,B.Tech CSE,5.92,2,1,6.3,Daily,Yes,66.21,Low,3.3,No,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0996,Female,21,B.Tech AI,6.31,5,1,6.5,Daily,Yes,55.55,High,3.5,No,1,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0997,Female,19,B.Tech AI,5.75,5,2,4.1,Daily,No,72.14,High,1.9,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0998,Other,24,B.Tech CSE,5.53,3,2,6.5,Few times a week,Yes,62.66,High,3.9,No,4,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0999,Other,21,MCA,6.81,4,5,5.5,Daily,No,95.46,Moderate,3.2,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
